# MOCK_DATA — 운영시 BI 추출 파일로 교체
week,brandId,style,color,size,onHand
2025-W03,adidas,ULTRABOOST 22,CORE BLACK,42,116
2025-W04,adidas,ULTRABOOST 22,CORE BLACK,42,112
2025-W05,adidas,ULTRABOOST 22,CORE BLACK,42,112
2025-W06,adidas,ULTRABOOST 22,CORE BLACK,42,111
2025-W07,adidas,ULTRABOOST 22,CORE BLACK,42,104
2025-W08,adidas,ULTRABOOST 22,CORE BLACK,42,98
2025-W09,adidas,ULTRABOOST 22,CORE BLACK,42,98
2025-W10,adidas,ULTRABOOST 22,CORE BLACK,42,95
2025-W11,adidas,ULTRABOOST 22,CORE BLACK,42,93
2025-W12,adidas,ULTRABOOST 22,CORE BLACK,42,88
2025-W01,puma,SUEDE CLASSIC,WHITE,43,121
2025-W02,puma,SUEDE CLASSIC,WHITE,43,121
2025-W03,puma,SUEDE CLASSIC,WHITE,43,113
2025-W04,puma,SUEDE CLASSIC,WHITE,43,109
2025-W05,puma,SUEDE CLASSIC,WHITE,43,104
2025-W06,puma,SUEDE CLASSIC,WHITE,43,96
2025-W07,puma,SUEDE CLASSIC,WHITE,43,95
2025-W08,puma,SUEDE CLASSIC,WHITE,43,95
2025-W09,puma,SUEDE CLASSIC,WHITE,43,94
2025-W10,puma,SUEDE CLASSIC,WHITE,43,88
2025-W11,puma,SUEDE CLASSIC,WHITE,43,81
2025-W12,puma,SUEDE CLASSIC,WHITE,43,81
2025-W01,birkenstock,ARIZONA,CORE BLACK,42,152
2025-W02,birkenstock,ARIZONA,CORE BLACK,42,151
2025-W03,birkenstock,ARIZONA,CORE BLACK,42,146
2025-W04,birkenstock,ARIZONA,CORE BLACK,42,145
2025-W05,birkenstock,ARIZONA,CORE BLACK,42,144
2025-W06,birkenstock,ARIZONA,CORE BLACK,42,144
2025-W07,birkenstock,ARIZONA,CORE BLACK,42,144
2025-W08,birkenstock,ARIZONA,CORE BLACK,42,142
2025-W09,birkenstock,ARIZONA,CORE BLACK,42,137
2025-W10,birkenstock,ARIZONA,CORE BLACK,42,136
2025-W11,birkenstock,ARIZONA,CORE BLACK,42,133
2025-W12,birkenstock,ARIZONA,CORE BLACK,42,131
2025-W01,birkenstock,ARIZONA,CORE BLACK,40,48
2025-W02,birkenstock,ARIZONA,CORE BLACK,40,42
2025-W03,birkenstock,ARIZONA,CORE BLACK,40,34
2025-W04,birkenstock,ARIZONA,CORE BLACK,40,26
2025-W05,birkenstock,ARIZONA,CORE BLACK,40,20
2025-W06,birkenstock,ARIZONA,CORE BLACK,40,16
2025-W07,birkenstock,ARIZONA,CORE BLACK,40,12
2025-W08,birkenstock,ARIZONA,CORE BLACK,40,12
2025-W09,birkenstock,ARIZONA,CORE BLACK,40,7
2025-W10,birkenstock,ARIZONA,CORE BLACK,40,0
2025-W11,birkenstock,ARIZONA,CORE BLACK,40,0
2025-W12,birkenstock,ARIZONA,CORE BLACK,40,0
2025-W01,puma,SUEDE CLASSIC,BEIGE,42,72
2025-W02,puma,SUEDE CLASSIC,BEIGE,42,71
2025-W03,puma,SUEDE CLASSIC,BEIGE,42,69
2025-W04,puma,SUEDE CLASSIC,BEIGE,42,62
2025-W05,puma,SUEDE CLASSIC,BEIGE,42,62
2025-W06,puma,SUEDE CLASSIC,BEIGE,42,55
2025-W07,puma,SUEDE CLASSIC,BEIGE,42,48
2025-W08,puma,SUEDE CLASSIC,BEIGE,42,45
2025-W09,puma,SUEDE CLASSIC,BEIGE,42,40
2025-W10,puma,SUEDE CLASSIC,BEIGE,42,32
2025-W11,puma,SUEDE CLASSIC,BEIGE,42,24
2025-W12,puma,SUEDE CLASSIC,BEIGE,42,23
2025-W01,nike,JORDAN 1 LOW,GREY,42,138
2025-W02,nike,JORDAN 1 LOW,GREY,42,132
2025-W03,nike,JORDAN 1 LOW,GREY,42,124
2025-W04,nike,JORDAN 1 LOW,GREY,42,117
2025-W05,nike,JORDAN 1 LOW,GREY,42,109
2025-W06,nike,JORDAN 1 LOW,GREY,42,104
2025-W07,nike,JORDAN 1 LOW,GREY,42,96
2025-W08,nike,JORDAN 1 LOW,GREY,42,96
2025-W09,nike,JORDAN 1 LOW,GREY,42,91
2025-W10,nike,JORDAN 1 LOW,GREY,42,88
2025-W11,nike,JORDAN 1 LOW,GREY,42,88
2025-W12,nike,JORDAN 1 LOW,GREY,42,82
2025-W01,puma,SUEDE CLASSIC,GREY,40,104
2025-W02,puma,SUEDE CLASSIC,GREY,40,96
2025-W03,puma,SUEDE CLASSIC,GREY,40,92
2025-W04,puma,SUEDE CLASSIC,GREY,40,91
2025-W05,puma,SUEDE CLASSIC,GREY,40,91
2025-W06,puma,SUEDE CLASSIC,GREY,40,86
2025-W07,puma,SUEDE CLASSIC,GREY,40,85
2025-W08,puma,SUEDE CLASSIC,GREY,40,83
2025-W09,puma,SUEDE CLASSIC,GREY,40,77
2025-W10,puma,SUEDE CLASSIC,GREY,40,70
2025-W11,puma,SUEDE CLASSIC,GREY,40,66
2025-W12,puma,SUEDE CLASSIC,GREY,40,58
2025-W01,nike,JORDAN 1 LOW,WHITE,41,173
2025-W02,nike,JORDAN 1 LOW,WHITE,41,172
2025-W03,nike,JORDAN 1 LOW,WHITE,41,165
2025-W04,nike,JORDAN 1 LOW,WHITE,41,162
2025-W05,nike,JORDAN 1 LOW,WHITE,41,156
2025-W06,nike,JORDAN 1 LOW,WHITE,41,156
2025-W07,nike,JORDAN 1 LOW,WHITE,41,149
2025-W08,nike,JORDAN 1 LOW,WHITE,41,146
2025-W09,nike,JORDAN 1 LOW,WHITE,41,145
2025-W10,nike,JORDAN 1 LOW,WHITE,41,145
2025-W11,nike,JORDAN 1 LOW,WHITE,41,137
2025-W12,nike,JORDAN 1 LOW,WHITE,41,136
2025-W01,birkenstock,ARIZONA,WHITE,42,151
2025-W02,birkenstock,ARIZONA,WHITE,42,148
2025-W03,birkenstock,ARIZONA,WHITE,42,143
2025-W04,birkenstock,ARIZONA,WHITE,42,139
2025-W05,birkenstock,ARIZONA,WHITE,42,134
2025-W06,birkenstock,ARIZONA,WHITE,42,134
2025-W07,birkenstock,ARIZONA,WHITE,42,132
2025-W08,birkenstock,ARIZONA,WHITE,42,126
2025-W09,birkenstock,ARIZONA,WHITE,42,123
2025-W10,birkenstock,ARIZONA,WHITE,42,118
2025-W11,birkenstock,ARIZONA,WHITE,42,115
2025-W12,birkenstock,ARIZONA,WHITE,42,109
2025-W01,adidas,SAMBA OG,WHITE,40,174
2025-W02,adidas,SAMBA OG,WHITE,40,169
2025-W03,adidas,SAMBA OG,WHITE,40,168
2025-W04,adidas,SAMBA OG,WHITE,40,164
2025-W05,adidas,SAMBA OG,WHITE,40,157
2025-W06,adidas,SAMBA OG,WHITE,40,150
2025-W07,adidas,SAMBA OG,WHITE,40,149
2025-W08,adidas,SAMBA OG,WHITE,40,142
2025-W09,adidas,SAMBA OG,WHITE,40,135
2025-W10,adidas,SAMBA OG,WHITE,40,129
2025-W11,adidas,SAMBA OG,WHITE,40,129
2025-W12,adidas,SAMBA OG,WHITE,40,123
2025-W01,adidas,SAMBA OG,GREY,40,136
2025-W02,adidas,SAMBA OG,GREY,40,134
2025-W03,adidas,SAMBA OG,GREY,40,132
2025-W04,adidas,SAMBA OG,GREY,40,124
2025-W05,adidas,SAMBA OG,GREY,40,124
2025-W06,adidas,SAMBA OG,GREY,40,120
2025-W07,adidas,SAMBA OG,GREY,40,119
2025-W08,adidas,SAMBA OG,GREY,40,112
2025-W09,adidas,SAMBA OG,GREY,40,110
2025-W10,adidas,SAMBA OG,GREY,40,108
2025-W11,adidas,SAMBA OG,GREY,40,107
2025-W12,adidas,SAMBA OG,GREY,40,104
2025-W01,nike,AIR MAX 95,NAVY,42,76
2025-W02,nike,AIR MAX 95,NAVY,42,73
2025-W03,nike,AIR MAX 95,NAVY,42,72
2025-W04,nike,AIR MAX 95,NAVY,42,67
2025-W05,nike,AIR MAX 95,NAVY,42,59
2025-W06,nike,AIR MAX 95,NAVY,42,56
2025-W07,nike,AIR MAX 95,NAVY,42,53
2025-W08,nike,AIR MAX 95,NAVY,42,50
2025-W09,nike,AIR MAX 95,NAVY,42,48
2025-W10,nike,AIR MAX 95,NAVY,42,44
2025-W11,nike,AIR MAX 95,NAVY,42,44
2025-W12,nike,AIR MAX 95,NAVY,42,44
2025-W01,birkenstock,BOSTON,WHITE,43,80
2025-W02,birkenstock,BOSTON,WHITE,43,72
2025-W03,birkenstock,BOSTON,WHITE,43,64
2025-W04,birkenstock,BOSTON,WHITE,43,58
2025-W05,birkenstock,BOSTON,WHITE,43,54
2025-W06,birkenstock,BOSTON,WHITE,43,51
2025-W07,birkenstock,BOSTON,WHITE,43,47
2025-W08,birkenstock,BOSTON,WHITE,43,40
2025-W09,birkenstock,BOSTON,WHITE,43,39
2025-W10,birkenstock,BOSTON,WHITE,43,34
2025-W11,birkenstock,BOSTON,WHITE,43,33
2025-W12,birkenstock,BOSTON,WHITE,43,28
2025-W01,birkenstock,ARIZONA,NAVY,43,106
2025-W02,birkenstock,ARIZONA,NAVY,43,101
2025-W03,birkenstock,ARIZONA,NAVY,43,96
2025-W04,birkenstock,ARIZONA,NAVY,43,93
2025-W05,birkenstock,ARIZONA,NAVY,43,93
2025-W06,birkenstock,ARIZONA,NAVY,43,88
2025-W07,birkenstock,ARIZONA,NAVY,43,87
2025-W08,birkenstock,ARIZONA,NAVY,43,83
2025-W09,birkenstock,ARIZONA,NAVY,43,76
2025-W10,birkenstock,ARIZONA,NAVY,43,70
2025-W11,birkenstock,ARIZONA,NAVY,43,62
2025-W12,birkenstock,ARIZONA,NAVY,43,59
2025-W01,nike,AIR MAX 95,WHITE,41,115
2025-W02,nike,AIR MAX 95,WHITE,41,110
2025-W03,nike,AIR MAX 95,WHITE,41,106
2025-W04,nike,AIR MAX 95,WHITE,41,106
2025-W05,nike,AIR MAX 95,WHITE,41,106
2025-W06,nike,AIR MAX 95,WHITE,41,104
2025-W07,nike,AIR MAX 95,WHITE,41,101
2025-W08,nike,AIR MAX 95,WHITE,41,94
2025-W09,nike,AIR MAX 95,WHITE,41,86
2025-W10,nike,AIR MAX 95,WHITE,41,81
2025-W11,nike,AIR MAX 95,WHITE,41,79
2025-W12,nike,AIR MAX 95,WHITE,41,75
2025-W01,nike,JORDAN 1 LOW,GREY,39,126
2025-W02,nike,JORDAN 1 LOW,GREY,39,118
2025-W03,nike,JORDAN 1 LOW,GREY,39,114
2025-W04,nike,JORDAN 1 LOW,GREY,39,108
2025-W05,nike,JORDAN 1 LOW,GREY,39,101
2025-W06,nike,JORDAN 1 LOW,GREY,39,101
2025-W07,nike,JORDAN 1 LOW,GREY,39,99
2025-W08,nike,JORDAN 1 LOW,GREY,39,99
2025-W09,nike,JORDAN 1 LOW,GREY,39,93
2025-W10,nike,JORDAN 1 LOW,GREY,39,90
2025-W11,nike,JORDAN 1 LOW,GREY,39,86
2025-W12,nike,JORDAN 1 LOW,GREY,39,80
2025-W01,newbalance,574,NAVY,41,100
2025-W02,newbalance,574,NAVY,41,99
2025-W03,newbalance,574,NAVY,41,96
2025-W04,newbalance,574,NAVY,41,93
2025-W05,newbalance,574,NAVY,41,87
2025-W06,newbalance,574,NAVY,41,87
2025-W07,newbalance,574,NAVY,41,79
2025-W08,newbalance,574,NAVY,41,76
2025-W09,newbalance,574,NAVY,41,71
2025-W10,newbalance,574,NAVY,41,67
2025-W11,newbalance,574,NAVY,41,63
2025-W12,newbalance,574,NAVY,41,60
2025-W01,birkenstock,BOSTON,BEIGE,43,106
2025-W02,birkenstock,BOSTON,BEIGE,43,99
2025-W03,birkenstock,BOSTON,BEIGE,43,91
2025-W04,birkenstock,BOSTON,BEIGE,43,89
2025-W05,birkenstock,BOSTON,BEIGE,43,85
2025-W06,birkenstock,BOSTON,BEIGE,43,83
2025-W07,birkenstock,BOSTON,BEIGE,43,80
2025-W08,birkenstock,BOSTON,BEIGE,43,77
2025-W09,birkenstock,BOSTON,BEIGE,43,77
2025-W10,birkenstock,BOSTON,BEIGE,43,70
2025-W11,birkenstock,BOSTON,BEIGE,43,64
2025-W12,birkenstock,BOSTON,BEIGE,43,59
2025-W01,nike,BLAZER MID,GREY,40,89
2025-W02,nike,BLAZER MID,GREY,40,83
2025-W03,nike,BLAZER MID,GREY,40,76
2025-W04,nike,BLAZER MID,GREY,40,70
2025-W05,nike,BLAZER MID,GREY,40,67
2025-W06,nike,BLAZER MID,GREY,40,64
2025-W07,nike,BLAZER MID,GREY,40,58
2025-W08,nike,BLAZER MID,GREY,40,51
2025-W09,nike,BLAZER MID,GREY,40,46
2025-W10,nike,BLAZER MID,GREY,40,45
2025-W11,nike,BLAZER MID,GREY,40,38
2025-W12,nike,BLAZER MID,GREY,40,30
2025-W01,lacoste,L.12.12 POLO,NAVY,XL,96
2025-W02,lacoste,L.12.12 POLO,NAVY,XL,96
2025-W03,lacoste,L.12.12 POLO,NAVY,XL,93
2025-W04,lacoste,L.12.12 POLO,NAVY,XL,88
2025-W05,lacoste,L.12.12 POLO,NAVY,XL,84
2025-W06,lacoste,L.12.12 POLO,NAVY,XL,82
2025-W07,lacoste,L.12.12 POLO,NAVY,XL,80
2025-W08,lacoste,L.12.12 POLO,NAVY,XL,75
2025-W09,lacoste,L.12.12 POLO,NAVY,XL,67
2025-W10,lacoste,L.12.12 POLO,NAVY,XL,63
2025-W11,lacoste,L.12.12 POLO,NAVY,XL,55
2025-W12,lacoste,L.12.12 POLO,NAVY,XL,51
2025-W01,birkenstock,ARIZONA,NAVY,40,96
2025-W02,birkenstock,ARIZONA,NAVY,40,93
2025-W03,birkenstock,ARIZONA,NAVY,40,89
2025-W04,birkenstock,ARIZONA,NAVY,40,88
2025-W05,birkenstock,ARIZONA,NAVY,40,85
2025-W06,birkenstock,ARIZONA,NAVY,40,83
2025-W07,birkenstock,ARIZONA,NAVY,40,82
2025-W08,birkenstock,ARIZONA,NAVY,40,78
2025-W09,birkenstock,ARIZONA,NAVY,40,76
2025-W10,birkenstock,ARIZONA,NAVY,40,76
2025-W11,birkenstock,ARIZONA,NAVY,40,69
2025-W12,birkenstock,ARIZONA,NAVY,40,67
2025-W01,newbalance,996,GREY,42,100
2025-W02,newbalance,996,GREY,42,93
2025-W03,newbalance,996,GREY,42,87
2025-W04,newbalance,996,GREY,42,87
2025-W05,newbalance,996,GREY,42,83
2025-W06,newbalance,996,GREY,42,79
2025-W07,newbalance,996,GREY,42,73
2025-W08,newbalance,996,GREY,42,73
2025-W09,newbalance,996,GREY,42,70
2025-W10,newbalance,996,GREY,42,67
2025-W11,newbalance,996,GREY,42,59
2025-W12,newbalance,996,GREY,42,59
2025-W01,birkenstock,ARIZONA,BEIGE,39,63
2025-W02,birkenstock,ARIZONA,BEIGE,39,57
